#Ntype=ne
#NE=100
--------------------------------
  1.00000000E-01  3.65786763E-01
  1.12332403E-01  3.20797943E-01
  1.26185688E-01  2.77302997E-01
  1.41747416E-01  2.38285160E-01
  1.59228279E-01  2.03572349E-01
  1.78864953E-01  1.72332837E-01
  2.00923300E-01  1.44529347E-01
  2.25701972E-01  1.20185406E-01
  2.53536449E-01  9.90877364E-02
  2.84803587E-01  8.11876505E-02
  3.19926714E-01  6.61338556E-02
  3.59381366E-01  5.35481280E-02
  4.03701726E-01  4.30861637E-02
  4.53487851E-01  3.44065993E-02
  5.09413801E-01  2.73300543E-02
  5.72236766E-01  2.16318763E-02
  6.42807312E-01  1.70114335E-02
  7.22080902E-01  1.32828258E-02
  8.11130831E-01  1.03268987E-02
  9.11162756E-01  7.98052415E-03
  1.02353102E+00  6.12550850E-03
  1.14975700E+00  4.67688530E-03
  1.29154967E+00  3.54587029E-03
  1.45082878E+00  2.67538364E-03
  1.62975083E+00  2.00894456E-03
  1.83073828E+00  1.49669012E-03
  2.05651231E+00  1.10804054E-03
  2.31012970E+00  8.14624545E-04
  2.59502421E+00  5.94220230E-04
  2.91505306E+00  4.31542730E-04
  3.27454916E+00  3.11969842E-04
  3.67837977E+00  2.23150844E-04
  4.13201240E+00  1.59240057E-04
  4.64158883E+00  1.12926338E-04
  5.21400829E+00  7.97166472E-05
  5.85702082E+00  5.59738465E-05
  6.57933225E+00  3.90826046E-05
  7.39072203E+00  2.72323460E-05
  8.30217568E+00  1.88263049E-05
  9.32603347E+00  1.29539779E-05
  1.04761575E+01  8.92113290E-06
  1.17681195E+01  6.10941180E-06
  1.32194115E+01  4.18047855E-06
  1.48496826E+01  2.84680924E-06
  1.66810054E+01  1.93648063E-06
  1.87381742E+01  1.31323800E-06
  2.10490414E+01  8.88631539E-07
  2.36448941E+01  6.00874228E-07
  2.65608778E+01  4.05004501E-07
  2.98364724E+01  2.74439902E-07
  3.35160265E+01  1.86299565E-07
  3.76493581E+01  1.24613537E-07
  4.22924287E+01  8.37942916E-08
  4.75081016E+01  5.57185482E-08
  5.33669923E+01  3.69193192E-08
  5.99484250E+01  2.47559057E-08
  6.73415066E+01  1.65201090E-08
  7.56463328E+01  1.10183433E-08
  8.49753436E+01  7.33458382E-09
  9.54548457E+01  4.88741349E-09
  1.07226722E+02  3.25094569E-09
  1.20450354E+02  2.16122826E-09
  1.35304777E+02  1.43476862E-09
  1.51991108E+02  9.52713786E-10
  1.70735265E+02  6.32610747E-10
  1.91791026E+02  4.19851123E-10
  2.15443469E+02  2.78777019E-10
  2.42012826E+02  1.84835348E-10
  2.71858824E+02  1.22645715E-10
  3.05385551E+02  8.12979917E-11
  3.43046929E+02  5.38263562E-11
  3.85352859E+02  3.57512057E-11
  4.32876128E+02  2.37279604E-11
  4.86260158E+02  1.57098358E-11
  5.46227722E+02  1.04378724E-11
  6.13590727E+02  6.92464404E-12
  6.89261210E+02  4.58326505E-12
  7.74263683E+02  3.04316480E-12
  8.69749003E+02  2.02272767E-12
  9.77009957E+02  1.34470896E-12
  1.09749877E+03  8.92549894E-13
  1.23284674E+03  5.90741145E-13
  1.38488637E+03  3.91481362E-13
  1.55567614E+03  2.60697851E-13
  1.74752840E+03  1.73122196E-13
  1.96304065E+03  1.14656455E-13
  2.20513074E+03  7.57066842E-14
  2.47707636E+03  4.99265615E-14
  2.78255940E+03  3.27876202E-14
  3.12571585E+03  2.18286555E-14
  3.51119173E+03  1.45401453E-14
  3.94420606E+03  9.59795939E-15
  4.43062146E+03  6.41097561E-15
  4.97702356E+03  4.27134776E-15
  5.59081018E+03  2.83537491E-15
  6.28029144E+03  1.83006614E-15
  7.05480231E+03  1.18896352E-15
  7.92482898E+03  7.77580144E-16
  8.90215085E+03  5.15610167E-16
  1.00000000E+04  3.40158247E-16

#Ntype=ae
#NE=100
--------------------------------
  1.00000000E-01  3.43291113E-01
  1.12332403E-01  2.98336570E-01
  1.26185688E-01  2.57107000E-01
  1.41747416E-01  2.19707151E-01
  1.59228279E-01  1.86119608E-01
  1.78864953E-01  1.56684675E-01
  2.00923300E-01  1.30984419E-01
  2.25701972E-01  1.08667476E-01
  2.53536449E-01  8.94212981E-02
  2.84803587E-01  7.29779290E-02
  3.19926714E-01  5.91122381E-02
  3.59381366E-01  4.74723191E-02
  4.03701726E-01  3.78165510E-02
  4.53487851E-01  3.00410233E-02
  5.09413801E-01  2.37526413E-02
  5.72236766E-01  1.85914457E-02
  6.42807312E-01  1.45322813E-02
  7.22080902E-01  1.12997673E-02
  8.11130831E-01  8.68033922E-03
  9.11162756E-01  6.67246524E-03
  1.02353102E+00  5.06691560E-03
  1.14975700E+00  3.82973145E-03
  1.29154967E+00  2.88950822E-03
  1.45082878E+00  2.16580198E-03
  1.62975083E+00  1.61829586E-03
  1.83073828E+00  1.19948190E-03
  2.05651231E+00  8.81331450E-04
  2.31012970E+00  6.45169838E-04
  2.59502421E+00  4.70458711E-04
  2.91505306E+00  3.40773815E-04
  3.27454916E+00  2.44596336E-04
  3.67837977E+00  1.73931567E-04
  4.13201240E+00  1.23297966E-04
  4.64158883E+00  8.79837096E-05
  5.21400829E+00  6.31032615E-05
  5.85702082E+00  4.49081957E-05
  6.57933225E+00  3.15596767E-05
  7.39072203E+00  2.19713633E-05
  8.30217568E+00  1.51031212E-05
  9.32603347E+00  1.02381760E-05
  1.04761575E+01  6.95331018E-06
  1.17681195E+01  4.71902009E-06
  1.32194115E+01  3.20482921E-06
  1.48496826E+01  2.17651024E-06
  1.66810054E+01  1.47744877E-06
  1.87381742E+01  1.00092387E-06
  2.10490414E+01  6.78211110E-07
  2.36448941E+01  4.59659991E-07
  2.65608778E+01  3.10630518E-07
  2.98364724E+01  2.11327826E-07
  3.35160265E+01  1.43772782E-07
  3.76493581E+01  9.66888887E-08
  4.22924287E+01  6.53968446E-08
  4.75081016E+01  4.35594763E-08
  5.33669923E+01  2.88853648E-08
  5.99484250E+01  1.94352152E-08
  6.73415066E+01  1.30020935E-08
  7.56463328E+01  8.70341690E-09
  8.49753436E+01  5.81065982E-09
  9.54548457E+01  3.88178139E-09
