#Ntype=ne
#NE=100
--------------------------------
  1.07226722E+02  2.58698800E-09
  1.20450354E+02  1.72214729E-09
  1.35304777E+02  1.14591850E-09
  1.51991108E+02  7.62835590E-10
  1.70735265E+02  5.06940511E-10
  1.91791026E+02  3.36194607E-10
  2.15443469E+02  2.23413547E-10
  2.42012826E+02  1.48421025E-10
  2.71858824E+02  9.81455290E-11
  3.05385551E+02  6.50615609E-11
  3.43046929E+02  4.33450949E-11
  3.85352859E+02  2.87434502E-11
  4.32876128E+02  1.90328703E-11
  4.86260158E+02  1.26288297E-11
  5.46227722E+02  8.37788546E-12
  6.13590727E+02  5.55100550E-12
  6.89261210E+02  3.68038706E-12
  7.74263683E+02  2.44622048E-12
  8.69749003E+02  1.62166714E-12
  9.77009957E+02  1.06985313E-12
  1.09749877E+03  7.07077278E-13
  1.23284674E+03  4.69287621E-13
  1.38488637E+03  3.09050165E-13
  1.55567614E+03  2.03393364E-13
  1.74752840E+03  1.34860086E-13
  1.96304065E+03  8.93873754E-14
  2.20513074E+03  5.90234831E-14
  2.47707636E+03  3.87958929E-14
  2.78255940E+03  2.56841793E-14
  3.12571585E+03  1.68941408E-14
  3.51119173E+03  1.11029348E-14
  3.94420606E+03  7.38379274E-15
  4.43062146E+03  4.77255769E-15
  4.97702356E+03  3.06975091E-15
  5.59081018E+03  1.98702027E-15
  6.28029144E+03  1.30006846E-15
  7.05480231E+03  8.66462824E-16
  7.92482898E+03  5.74533273E-16
  8.90215085E+03  3.65639292E-16
  1.00000000E+04  2.33077172E-16
